ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_12oxMjFFEJmV1gB,65,false,55 - 64 years,Female,No,White or Caucasian,"$50,000 - $74,999",Maryland,Consent to share,Strongly disagree ,Strongly disagree ,PROLIFIC
R_12rh3q1jePOZUye,43,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_12s7AJQrCRCp5LV,56,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Kansas,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_12sUIALLwUGsudQ,48,false,18 - 24 years,Male,No,"Black or African American,American Indian/Native American or Alaska Native","$25,000 - $49,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_12sfPhF1v6AaGgq,45,true,25 - 34 years,Female,No,Black or African American,"$25,000 - $49,999",Georgia,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_12stFa7cEDZbEk2,43,false,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",New York,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_12suRjEKVgPdtdK,64,true,65 or older,Female,No,White or Caucasian,"$50,000 - $74,999",Kansas,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_12t70HjrDhDf5uh,28,false,25 - 34 years,Male,Yes,White or Caucasian,"$50,000 - $74,999",California,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_12vHE6czCGqdJV7,73,true,35 - 44 years,Male,No,"White or Caucasian,American Indian/Native American or Alaska Native","$100,000 - $149,999",Pennsylvania,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_12x2aik21UAsEvv,67,true,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",New Jersey,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_12x4rXqgqRnxOoO,172,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_12xaInBhzfVyT4A,39,false,25 - 34 years,Female,No,Asian,"$100,000 - $149,999",Texas,Decline,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_12yBK0uZLApbFG0,74,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Tennessee,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_12yewicSv9LCyZ9,52,false,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",Missouri,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_12z5q0R2rLVuTaW,50,false,18 - 24 years,Female,Yes,White or Caucasian,Prefer not to say,Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_12zCAnugQSRumch,125,false,35 - 44 years,Male,No,Asian,"$25,000 - $49,999",California,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_12zPS9ZZjsB7Tk2,61,false,25 - 34 years,Male,No,"White or Caucasian,Black or African American","Less than $25,000",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_131CXw702IsTduu,64,true,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_131l0rQ2jfdUYSC,66,true,25 - 34 years,Male,No,"White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander","$50,000 - $74,999",Illinois,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_131tJJSW5DqU4lr,128,true,25 - 34 years,Female,Yes,White or Caucasian,"$25,000 - $49,999",Arizona,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_133Q0tBYWmwJPqh,148,false,25 - 34 years,Male,Yes,Other,"$75,000 - $99,999",Nevada,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_133lFrAcoJg7Nl8,38,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Strongly agree,Somewhat disagree ,PROLIFIC
R_134BmaliBrUdkzT,97,true,45 - 54 years,Male,No,Asian,"$75,000 - $99,999",Kentucky,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_134aJIzcZCvwJUJ,49,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Virginia,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_134bSFwP6DuFfTD,71,false,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Oklahoma,Consent to share,Neutral ,Neutral ,PROLIFIC
R_1373JpAdvuOZGzM,69,true,35 - 44 years,Male,No,Asian,"$150,000 or more",California,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_137xJBLQDAspn0I,51,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_138Qi8IKcXXDkMa,102,false,25 - 34 years,Other,No,White or Caucasian,"$50,000 - $74,999",Indiana,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_138xPbg0MGPZOmn,46,false,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Nevada,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_139JTEBJXN0ZLgK,43,false,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Minnesota,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_139KFfcadIujobx,402,true,45 - 54 years,Female,No,Black or African American,"$100,000 - $149,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_13BVBGR1L4J6DAR,58,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Alabama,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_13QLX079d2VE6Yh,80,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",North Carolina,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_13UBOQYe8Qt5oQ3,172,false,35 - 44 years,Male,No,Black or African American,"$100,000 - $149,999",California,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_13UiORGw1W8dl6W,46,true,18 - 24 years,Male,No,White or Caucasian,"$50,000 - $74,999",North Carolina,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_13VNp4Bfj1Zm1Mu,194,true,45 - 54 years,Male,No,Black or African American,"$150,000 or more",Tennessee,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_13WzwuhcTJi4nKU,42,false,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",Massachusetts,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_13eFZy5oVHGtl1q,46,false,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Arkansas,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_13ekmnvc2CcpEAY,102,true,35 - 44 years,Female,No,"White or Caucasian,Black or African American","$100,000 - $149,999",Georgia,Decline,Neutral ,Strongly agree,PROLIFIC
R_13fO9QJIXbhGkHv,55,false,18 - 24 years,Male,No,White or Caucasian,"$50,000 - $74,999",New Mexico,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_13fii2PORdsRIVT,89,true,25 - 34 years,Other,No,White or Caucasian,"$100,000 - $149,999",Washington,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_13h0rk4Dg6Ip9zH,35,false,25 - 34 years,Other,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_13h6D8CKjUK85W1,61,true,35 - 44 years,Female,No,Asian,"$25,000 - $49,999",South Carolina,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_13jajH1CfboFeiE,57,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Tennessee,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_13jpq7l4vjw6fft,58,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Illinois,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_13kbfshDETjVTGr,44,false,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",North Carolina,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_13m4qNSbqhcvgwE,76,true,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Oregon,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_13mqyUWkk6ZWQfC,51,true,18 - 24 years,Female,No,"White or Caucasian,Asian","$25,000 - $49,999",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_13r3AKC1oBU4a9h,60,true,18 - 24 years,Female,No,Asian,"$150,000 or more",Florida,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_13s4xoD75AO8i31,95,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Texas,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_13sdp7QnYhECgfl,59,false,18 - 24 years,Female,No,Asian,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_13sgYIXbirCMhqH,64,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_13sjfhLfdtK4pC9,66,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_13vfGnAXxZi6OlA,53,true,18 - 24 years,Female,Yes,Other,"Less than $25,000",Ohio,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_13wNm56oyWhR1YE,55,false,35 - 44 years,Female,Yes,White or Caucasian,"$75,000 - $99,999",Delaware,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_13wrh4IZoOhxmCt,35,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Pennsylvania,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_13x4Dto2XrVDa6p,91,true,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",South Carolina,Consent to share,Neutral ,Neutral ,PROLIFIC
R_13xcm07T0E1Jh4t,56,true,25 - 34 years,Male,Yes,Other,"$150,000 or more",New Jersey,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_13ybIJwVGDxuaro,34,false,18 - 24 years,Female,No,Asian,"Less than $25,000",Massachusetts,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_145TcoEAz6pUqzC,41,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_1476210V9hYMX6J,62,true,65 or older,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_147Xd7brMX6GMaW,55,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Illinois,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_14B3Xmj637RFrUK,68,false,25 - 34 years,Female,No,"White or Caucasian,Asian","$100,000 - $149,999",California,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_14Bmwrat09YKC1F,198,false,25 - 34 years,Male,No,"Asian,Native Hawaiian or Other Pacific Islander","$50,000 - $74,999",Florida,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_14D9Bvrtj7oNYMX,38,false,25 - 34 years,Male,No,Asian,"Less than $25,000",Georgia,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_14GUAoXzsSa7nLI,104,true,45 - 54 years,Male,No,Black or African American,"$50,000 - $74,999",Louisiana,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14MHo4mfVW9tfDj,37,false,18 - 24 years,Female,No,Asian,"$150,000 or more",Georgia,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_14N6u2s7aX6a1Ux,84,false,45 - 54 years,Male,No,White or Caucasian,"$100,000 - $149,999",Ohio,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_14O5FyaxjscHetM,85,true,18 - 24 years,Male,No,Asian,"Less than $25,000",Georgia,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_14Oa4KYrQPd0FsW,95,false,45 - 54 years,Female,No,"White or Caucasian,Asian","Less than $25,000",Missouri,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_14SCE5II3MfXNVn,80,false,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",Tennessee,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_14ehmT0vHN31c2m,50,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Massachusetts,Consent to share,Neutral ,Neutral ,PROLIFIC
R_14eo838STsCNDoi,100,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Indiana,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_14l7BVexGmh4NNv,50,false,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14ma11CTbfA69wJ,46,true,18 - 24 years,Male,No,Asian,"$150,000 or more",Florida,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_14pEhk8ANcWBvaA,55,true,25 - 34 years,Male,No,Asian,"$50,000 - $74,999",Nevada,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14pk2GMxqcSTNeS,70,true,25 - 34 years,Female,No,White or Caucasian,Prefer not to say,Maryland,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_14qiv70vXs8iJBY,160,false,35 - 44 years,Male,No,Black or African American,"$150,000 or more",California,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14sfPT53Tos6pSV,36,false,25 - 34 years,Male,No,"White or Caucasian,Asian","$25,000 - $49,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14u9QG80K1fnPYK,43,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Arizona,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_14vCBmcWZqVlWvY,76,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",New York,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_14vNrnv9pvBJFp7,60,true,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",New York,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_14vemDWARUuKkkW,185,true,35 - 44 years,Male,No,Black or African American,"$50,000 - $74,999",New Jersey,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_150n6rOMWn1sVUZ,60,false,45 - 54 years,Male,Yes,White or Caucasian,"$75,000 - $99,999",Washington,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_158ZdF2flAdrCff,52,false,25 - 34 years,Female,No,"White or Caucasian,Black or African American","$75,000 - $99,999",Texas,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_15AMR8LvWtaJ3sl,737,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",New Jersey,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_15EK25vubw0Fhfv,63,false,18 - 24 years,Male,No,White or Caucasian,"$100,000 - $149,999",Pennsylvania,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_15HhoVaa6wW4QOd,37,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Louisiana,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_15KrOPoeQUgWIIm,62,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Arkansas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_15L6Zce0L2JXX5d,75,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",North Carolina,Consent to share,Strongly agree,Somewhat disagree ,COLLEAGUE
R_15LVDSCqPpjCv9T,79,false,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Missouri,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_15MJAr4doN6rtUK,102,false,18 - 24 years,Female,Yes,White or Caucasian,"$100,000 - $149,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_15SCfEw2A7W4007,57,true,25 - 34 years,Male,No,Asian,"$75,000 - $99,999",New Jersey,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_15T2fApHQHDf4Xf,49,true,18 - 24 years,Male,Yes,White or Caucasian,"Less than $25,000",Connecticut,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_15UEHf7fyqCiQSd,86,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_15Z5dIgHprAQLmH,201,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Alabama,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_15by1p3dpHfGiSB,69,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Florida,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_15h0QQkpnGWCVxL,109,true,35 - 44 years,Female,Yes,"White or Caucasian,Other","Less than $25,000",Florida,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_15nKVrKx6K2WIOB,35,false,25 - 34 years,Female,Yes,American Indian/Native American or Alaska Native,"$50,000 - $74,999",New Mexico,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_15tkdYA6k6uAVmk,116,false,25 - 34 years,Male,No,"White or Caucasian,Asian,Native Hawaiian or Other Pacific Islander","$100,000 - $149,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_15tshRSqwtEWVIY,60,false,55 - 64 years,Female,No,White or Caucasian,"$50,000 - $74,999",Massachusetts,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_15u8PPfzRNN9veR,40,false,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_15yCKuBgTkpxuEy,98,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Illinois,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_163H2X263lPqVqg,96,true,45 - 54 years,Male,No,White or Caucasian,"$150,000 or more",Washington,Decline,Neutral ,Strongly agree,PROLIFIC
R_163XYDyLiD10FMq,134,false,25 - 34 years,Female,No,Black or African American,"Less than $25,000",Alabama,Consent to share,Neutral ,Neutral ,PROLIFIC
R_163aIDLBCQyH84S,238,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Maryland,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_165qNHB9SOPbngl,41,false,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Massachusetts,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_166HcyO7FprrxmN,37,false,18 - 24 years,Male,No,White or Caucasian,"$50,000 - $74,999",Alabama,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_169f5F6pkAtJnBD,40,false,25 - 34 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_16bWfvZeOkNG6Qh,54,false,25 - 34 years,Female,No,Asian,"$150,000 or more",Washington,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_16ffH7g1Gwurx0i,36,false,18 - 24 years,Female,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_16fggTxmnV0thKI,75,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Oklahoma,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_16msFMcBYu9FyWj,36,false,25 - 34 years,Male,No,Asian,Prefer not to say,Arizona,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_16o5dYVCFuFFmYV,28,false,25 - 34 years,Female,No,Black or African American,"$50,000 - $74,999",Florida,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_16rNs8VfTS2UGsN,140,false,35 - 44 years,Female,No,Black or African American,"$75,000 - $99,999",California,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_171M2odjkvreNaj,84,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Arizona,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_175eLK1Q8ccWV0J,61,true,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Iowa,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_176XziUFrmblNnQ,41,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Idaho,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_178YKohca4cm7aM,76,false,18 - 24 years,Female,No,White or Caucasian,"$150,000 or more",Indiana,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_179kuwzLCMAEs99,49,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Ohio,Consent to share,Strongly disagree ,Strongly disagree ,PROLIFIC
R_17Ce5hkePxh0Pv4,228,false,65 or older,Female,No,Black or African American,"$25,000 - $49,999",North Carolina,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_17EbLlONpjkNBZ3,53,false,18 - 24 years,Male,Yes,Other,"$75,000 - $99,999",California,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_17ExtpLdfgNhrDh,48,false,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",Hawaii,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_17GfD2KM9R3Oo7L,67,false,35 - 44 years,Male,Yes,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_17NH5ZtsXnRBH23,75,false,55 - 64 years,Female,No,White or Caucasian,"$75,000 - $99,999",Ohio,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_17OKZvJsJSd6ID2,60,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Oregon,Decline,Strongly agree,Strongly agree,PROLIFIC
R_17Q0EiHZcJe2ubf,572,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Colorado,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_17UNx3cO2cxpqRF,38,true,35 - 44 years,Female,No,Black or African American,"$75,000 - $99,999",Maryland,Decline,Neutral ,Strongly agree,PROLIFIC
R_17W0r2gmNN80WjG,66,false,35 - 44 years,Male,No,Asian,"$50,000 - $74,999",Virginia,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_17WglZKpfuL8v7v,82,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Texas,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_17X3MS98tqqo6PL,57,true,18 - 24 years,Female,No,White or Caucasian,"$50,000 - $74,999",Virginia,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_17YKYue38I0ofsZ,83,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Rhode Island,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_17bxNLU1HVZL4Nr,125,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",California,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_17d0W7h1GqU3UjK,78,false,55 - 64 years,Female,No,White or Caucasian,"$150,000 or more",Iowa,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_17daRpt5c8EH8fn,73,false,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",California,Decline,Neutral ,Strongly agree,PROLIFIC
